Locality,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name
Karol Bagh,,,,,"19, Pusa Road, Block 8 Karol Bagh Near State Bank of India Central Delhi 110005",28.644586,77.190804,Pizza Hut is the leading affordable casual dining restaurant brand in India and was the first intern...  Read more,Breakfast/Brunch,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",0.0,Street Food Specialties,Hashtag Waffles,08586994606,400.0," Street Food, Mithai, Chaat, Fast Food",,Hashtag Waffles
Defence Colony,,,,,"28, Main Market Defence Colony Near Sarvodaya Bal Vidyalaya South Delhi 110024",28.573032,77.230367,Aka Saka is a casual-dining restaurant located in Defence Colony. It is a place where you can relish...  Read more,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",60.0,"Hakka Noodles, Manchurian, Comfortable Seating, Family Friendly, Indo-Chinese Favorites",Bukhraat Muglai Food,09555829336,1500.0," Chinese, Japanese, Seafood",4.4,Bukhraat Muglai Food
Defence Colony,,,,,"27, Ground Floor, Main Market Defence Colony Near Sarvodhya Bal Vidyalaya South Delhi 110024",28.573001,77.23029,Moet's Sizzlers is a specialty restaurant that is located in Defence Colony. Moet's Sizzlers respect...  Read more,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",110.0,"Comfortable Seating, Family Friendly",Thanco's Natural Ice Cream,041004902,1600.0,Sizzlers,4.4,Thanco's Natural Ice Cream
Dlf South Square Mall,,,,,"DLF South Square Mall, 1st Floor Sarojini Nagar Opposite Sarojini Nagar Market South Delhi 110023",28.576398,77.195199,"Haldiram's is a chain of quick service restaurants across the country. It is a place for people who like enjoy street food with amazing taste and great quality. The restaurant respects their choice by offering a variety of options in main course, fillers, and savories. The place also holds a great ambiance and is an instant attraction among youngsters and family. Haldiram's is a go-to place for people who binge over their favorite pure-veg light snack that is at the same time budget-friendly. The outlet is located in DLF South Square Mall in Sarojini Nagar. The nearest landmark is Delhi Public Library. Read less",Breakfast/Brunch,"[Air Conditioning, Elevator, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",19.0,"Authentic Indian Flavors, Indo-Chinese Favorites",Kent's Fast Food,08800786244,400.0," Street Food, Mithai, North Indian, Chinese, South Indian, Chaat, Fast Food",4.3,Kent's Fast Food
Karol Bagh,,,,,"10181, 82, Arya Samaj Road Karol Bagh Near Yes Bank Central Delhi 110005",28.647918,77.192885,No_About,Fast Food,"[Air Conditioning, Home Delivery, Takeaway Available]",0.0,Authentic Indian Flavors,Oye China,011-28750878,500.0," Street Food, Mithai, North Indian",,Oye China
,,,,,"C6/1, Mandir Marg Krishna Nagar Opposite Sanfort Play School East Delhi 110051",28.659217,77.28146,No_About,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",1.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",JD's Food Court,09278194175,500.0," North Indian, Chinese, South Indian",5.0,JD's Food Court
Karol Bagh,,,,,"6/19, West Extension Area Karol Bagh Near Citi Glass Shop Central Delhi 110005",28.64647,77.191323,Patiala Grill is a casual dining restaurant that has an elegant and ambient seating. The menu encomp...  Read more,Casual Dining,"[Air Conditioning, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",0.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Cafe Yell,09899211444,900.0," North Indian, Chinese",,Cafe Yell
Defence Colony,,,,,"Block B, 8/109, Main Market Defence Colony Near Sarvodaya Bal Vidyalaya South Delhi 110024",28.571942,77.22884,"Amici Cafe is a chain of Italian cafes offering a variety of pizzas, pasta, and sides. They use traditional Neapolitan methods to prepare their base tomato sauce and countless dough preparations creating a unique balance of taste and texture. The cafe provides an awesome ambiance with a comfortable and cozy seating area. Amici Cafe also serves a range of hot and cold beverages to quench the thirst of the diners while offering them sumptuous Italian delicacies. The outlet is located near Sarvodaya Bal Vidyalaya in the Main market of Defence Colony. Read less",Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available]",135.0,"Pizza, Pasta, Comfortable Seating, Family Friendly",4S Chinese Restaurant,09999742999,1200.0," Italian, Pizza",4.5,4S Chinese
Laxmi Nagar,,,,,"B-35, Ground Floor, Gurunanak Pura Laxmi Nagar Near Nirman Vihar Metro Station East Delhi 110092",28.637528,77.285231,"Wah Ji Wah is a chain of quick service specialty restaurants. This is a place for people who like to stick to their favorite cuisine and do not like to experiment much. Wah Ji Wah respects their choice by offering well-prepared and mouth-watering North Indian cuisine. The menu is designed for people with a vegetarian appetite. Wah Ji Wah is spread across the country and this outlet is located near Nirman Vihar Metro Station in Laxmi Nagar, Delhi. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",6.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",Pizza Workshop,011-47656978,600.0," North Indian, Chinese",4.0,Pizza Workshop
Laxmi Nagar,,,,,"A 47, Ground Floor, Gurunanak Road Laxmi Nagar Near Bank of India East Delhi 110092",28.63633,77.285553,"Sagar Ratna is a pioneering South Indian restaurant chain founded by Jayaram Banan in 1986, starting from Defence Colony. Known for bringing authentic Udupi-style dosas, idlis, and South Indian cuisine to North India at affordable prices. The chain revolutionized South Indian dining in Delhi by serving Woodland's quality food at halwai prices, with perfect fermentation techniques and skilled cooks creating fresh dosas in minutes. Now a 300-crore empire with 59+ outlets across North India.",Breakfast/Brunch,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Home Delivery, Table Service, Family Dining, Quick Service]",4.0,"Burgers, Fries",Sagar Ratna,011-31922377,600.0," Coffee, Fast Food",4.0,Sagar Ratna
Dlf South Square Mall,,,,,"DLF South Square Mall, 1st Floor Sarojini Nagar Opposite Sarojini Nagar Market South Delhi 110023",28.576407,77.195288,"Domino's Pizza is a well-known American pizza restaurant chain. The place is known for its fresh and quality pizzas. The menu is economical and offers a range of pizzas and other Italian fast food. The delicious toppings and a variety of crusts they offer make their pizzas stand out from any other pizza place. Domino's Pizza India has remained focused on delivering great tasting Pizzas and sides with superior quality and value for money offerings. According to Domino's, when a box of pizza is opened, family and friends come together to share the pizza. There are various outlets spread across the country. This one is located at DLF South Square Mall, Sarojini Nagar, South Delhi and stands nearby Delhi Public Library. Read less",Fast Food,"[Air Conditioning, Elevator, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",8.0,"Pizza, Pasta",QD's,011-24679093,700.0," Pizza, Italian, Fast Food",4.1,QD's
Laxmi Nagar,,,,,"V3S Mall, 1st Floor, Vikas Marg Laxmi Nagar Opposite Nirman Vihar Metro Station East Delhi 110092",28.636916,77.286052,"Rocking Woods is a casual dining restaurant that serves North Indian, Chinese and Fast Food delicacies. The menu is extensive and pocket-friendly and caters to the different tastes and preferences of their customers. Along with the mouth-watering food, the restaurant also offers a fully-stocked bar. The ambiance is lively and fun. Rocking Woods is located in V3S Mall, Laxmi Nagar, East Delhi. Read less",Bar/Lounge,"[Smoking Area, Air Conditioning, Elevator, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Full Bar Available, TV/Screening, Digital Wallet Accepted]",40.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Great Deals, Smoking Area, Air Conditioning, Elevator, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Full Bar Available, TV/Screening, Digital Wallet Accepted",McDonald's,011-43020109,1000.0," North Indian, Chinese, Fast Food",4.1,McDonald's
,,,,,"284, Satya Niketan Market Moti Bagh Near Venkateshwara College South Delhi 110021",28.588489,77.168654,Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. Th...  Read more,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",4.0,Health Food Specialties,The Lobby Lounge,011-65295555,500.0,Health Food,5.0,The Lobby Lounge
Karol Bagh,,,,,"Apsara Arcade Mall, Shop No 14 , Ground Floor Karol Bagh Near Karol Bagh Metro Gate No 7 Central Delhi 110005",28.643383,77.188936,"Spice Art is one of the finest North Indian restaurants the capital city of Delhi has to offer. This fine dining restaurant specializes in richly prepared North Indian and Awadhi cuisines, served at cost-effective prices. The lavish ambiance of the place with a very formal yet sophisticated decor is picturesque. Every dish is prepared with utmost dedication and meets the expectation of the diners. The diligent staff makes sure you are provided with quick services. The Amritsari Kulchas, The Chukandar Roghan Josh and the various chat-inspired appetizers that appear on the menu are a must-try. The well-set bar is full of a variety of spirits. Spice Art is located on the first floor of Crowne Plaza, Rohini, North Delhi and it stands opposite to Jagan Institute of Management Studies. Read less",Fast Food,"[Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",0.0,"Burgers, Fries",Waffle Wallah,09873229178,300.0,Fast Food,,Waffle Wallah
Laxmi Nagar,,,,,"V3S Mall, Ground Floor, Vikas Marg Laxmi Nagar Opposite Nirman Vihar Metro Station East Delhi 110092",28.636893,77.286615,McDonald's is the biggest chain of quick service restaurants serving the best of burgers and fast fo...  Read more,Breakfast/Brunch,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Takeaway Available, Outdoor Seating, Quick Service]",12.0,"Burgers, Fries",Bombay Toastee,09873402910,500.0," Fast Food, Burger",4.2,Bombay Toastee
Khan Market,,,,,"L-2, Gate 4, Metro Station Khan Market Near Ahuja Forex Central Delhi 110003",28.602471,77.228046,"Swagath is a popular restaurant chain specializing in North Indian, Chinese, South Indian, Seafood cuisine. Known for quality food and service, Swagath offers a diverse menu with authentic flavors and a welcoming dining experience across multiple locations.",Fast Food,"[Air Conditioning, Takeaway Available, Credit Card Accepted, Family Dining, Indoor Seating]",0.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors",Swagath,011-21631651,700.0," Mughlai, North Indian",,Swagath
,,,,,"5, Prithviraj Road Aurangzeb Road Near J&K bank Central Delhi 110003",28.601518,77.22233,No_About,Casual Dining,[Credit Card Accepted],0.0,"Comfortable Seating, Family Friendly",MB's,09871511111,2000.0,Kashmiri,,MB's
Karol Bagh,,,,,"17A/3, WEA Karol Bagh Near SBI Central Delhi 110005",28.64507,77.18942,"Giani's is a chain of ice cream parlors serving the best cold desserts. Every ice cream they serve is made using the fresh ingredients. This quick service ice cream joint offers an exclusive menu which serves an array of refreshing ice creams and delicious shakes. Giani's has various outlets located in the country. This outlet is located in Deep Cinema Complex in Ashok Vihar Phase 1, Delhi. Read less",Casual Dining,"[Air Conditioning, WiFi, Home Delivery, Live Entertainment, Credit Card Accepted, Outdoor Seating, Digital Wallet Accepted]",0.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Angels In My Kitchen,09968934391,900.0," North Indian, Chinese, South Indian, Continental",,Angels In My Kitchen
Lajpat Nagar,,,,,"10 C, Krishna Market Lajpat Nagar - 1 Near Monga Builders South Delhi 110024",28.575642,77.241756,"Desi Kitchen is a Quick Service Restaurant serving North Indian and Chinese cuisine. The restaurant delivers hot and freshly prepared food at one's doorsteps. The pocket-friendly menu and the co-efficient staff makes it a favourable choice. Desi Kitchen is located in Krishna Market, Lajpat Nagar-1. Read less",Fast Food,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, TV/Screening, Digital Wallet Accepted]",1.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",Chowringhee,09999357140,600.0," North Indian, Chinese",4.0,Chowringhee
,,,,,"293, Ground Floor Satya Niketan Opposite Venkateswara College South Delhi 110021",28.588706,77.169131,"Cafeteria & Co. is a specialty restaurant where you can relish every bite of Continental, Italia...  Read more",Cafe,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",315.0,"Burgers, Fries, Pizza, Pasta, Continental Delicacies",Glass House On The Greens,011-42870010,900.0," Fast Food, Italian, Continental, Mexican, American",4.7,Glass House On The Greens
